id,complex_order_id,t,p,q
9526530_15_3,9526530,15,149.0,66.7
9526530_15_4,9526530,15,154.0,66.7
9526530_15_5,9526530,15,159.0,66.6
9526530_16_2,9526530,16,144.0,40.0
9526530_16_3,9526530,16,149.0,66.7
9526530_16_4,9526530,16,154.0,66.7
9526530_16_5,9526530,16,159.0,66.6
9526530_17_2,9526530,17,144.0,40.0
9526530_17_3,9526530,17,149.0,66.7
9526530_17_4,9526530,17,154.0,66.7
9526530_17_5,9526530,17,159.0,66.6
9526530_18_2,9526530,18,144.0,40.0
9526530_18_3,9526530,18,149.0,66.7
9526530_18_4,9526530,18,154.0,66.7
9526530_18_5,9526530,18,159.0,66.6
9526530_19_2,9526530,19,144.0,40.0
9526530_19_3,9526530,19,149.0,66.7
9526530_19_4,9526530,19,154.0,66.7
9526530_19_5,9526530,19,159.0,66.6
9526530_20_2,9526530,20,144.0,40.0
9526530_20_3,9526530,20,149.0,66.7
9526530_20_4,9526530,20,154.0,66.7
9526530_20_5,9526530,20,159.0,66.6
9526530_21_2,9526530,21,144.0,40.0
9526530_21_3,9526530,21,149.0,66.7
9526530_21_4,9526530,21,154.0,66.7
9526530_21_5,9526530,21,159.0,66.6
9526530_22_2,9526530,22,144.0,40.0
9526530_22_3,9526530,22,149.0,66.7
9526530_22_4,9526530,22,154.0,66.7
9526530_22_5,9526530,22,159.0,66.6
9526530_23_2,9526530,23,144.0,40.0
9526530_23_3,9526530,23,149.0,66.7
9526530_23_4,9526530,23,154.0,66.7
9526530_23_5,9526530,23,159.0,66.6
9526530_24_2,9526530,24,144.0,40.0
9526530_24_3,9526530,24,149.0,66.7
9526530_24_4,9526530,24,154.0,66.7
9526530_24_5,9526530,24,159.0,66.6
9526531_1_2,9526531,1,141.5,230.0
9526531_2_2,9526531,2,140.5,230.0
9526531_3_2,9526531,3,140.5,230.0
9526531_4_2,9526531,4,140.5,230.0
9526531_5_2,9526531,5,140.5,230.0
9526531_6_2,9526531,6,140.5,230.0
9526531_7_2,9526531,7,140.5,230.0
9526531_8_2,9526531,8,141.5,200.0
9526531_8_3,9526531,8,144.5,6.7
9526531_8_4,9526531,8,148.5,6.7
9526531_8_5,9526531,8,152.5,6.6
9526531_9_2,9526531,9,141.5,100.0
9526531_9_3,9526531,9,144.5,40.0
9526531_9_4,9526531,9,148.5,40.0
9526531_9_5,9526531,9,152.5,40.0
9526531_10_2,9526531,10,141.5,60.0
9526531_10_3,9526531,10,144.5,53.3
9526531_10_4,9526531,10,148.5,53.3
9526531_10_5,9526531,10,160.5,53.4
9526531_11_2,9526531,11,141.5,60.0
9526531_11_3,9526531,11,144.5,53.3
9526531_11_4,9526531,11,148.5,53.3
9526531_11_5,9526531,11,160.5,53.4
9526531_12_2,9526531,12,141.5,60.0
9526531_12_3,9526531,12,144.5,53.3
9526531_12_4,9526531,12,148.5,53.3
9526531_12_5,9526531,12,160.5,53.4
9526531_13_2,9526531,13,141.5,60.0
9526531_13_3,9526531,13,144.5,53.3
9526531_13_4,9526531,13,148.5,53.3
9526531_13_5,9526531,13,160.5,53.4
9526531_14_2,9526531,14,141.5,60.0
9526531_14_3,9526531,14,144.5,53.3
9526531_14_4,9526531,14,148.5,53.3
9526531_14_5,9526531,14,160.5,53.4
9526531_15_2,9526531,15,141.5,60.0
9526531_15_3,9526531,15,144.5,53.3
9526531_15_4,9526531,15,148.5,53.3
9526531_15_5,9526531,15,152.5,53.4
9526531_16_2,9526531,16,141.5,60.0
9526531_16_3,9526531,16,144.5,53.3
9526531_16_4,9526531,16,148.5,53.3
9526531_16_5,9526531,16,152.5,53.4
9526531_17_2,9526531,17,141.5,60.0
9526531_17_3,9526531,17,144.5,53.3
9526531_17_4,9526531,17,148.5,53.3
9526531_17_5,9526531,17,152.5,53.4
9526531_18_2,9526531,18,141.5,60.0
9526531_18_3,9526531,18,144.5,53.3
9526531_18_4,9526531,18,148.5,53.3
9526531_18_5,9526531,18,152.5,53.4
9526531_19_2,9526531,19,141.5,60.0
9526531_19_3,9526531,19,144.5,53.3
9526531_19_4,9526531,19,148.5,53.3
9526531_19_5,9526531,19,152.5,53.4
9526531_20_2,9526531,20,141.5,60.0
9526531_20_3,9526531,20,144.5,53.3
9526531_20_4,9526531,20,148.5,53.3
9526531_20_5,9526531,20,160.5,53.4
9526531_21_2,9526531,21,141.5,60.0
9526531_21_3,9526531,21,144.5,53.3
9526531_21_4,9526531,21,148.5,53.3
9526531_21_5,9526531,21,160.5,53.4
9526531_22_2,9526531,22,141.5,60.0
9526531_22_3,9526531,22,144.5,53.3
9526531_22_4,9526531,22,148.5,53.3
9526531_22_5,9526531,22,160.5,53.4
9526531_23_2,9526531,23,141.5,60.0
9526531_23_3,9526531,23,144.5,53.3
9526531_23_4,9526531,23,148.5,53.3
9526531_23_5,9526531,23,160.5,53.4
9526531_24_2,9526531,24,141.5,60.0
9526531_24_3,9526531,24,144.5,53.3
9526531_24_4,9526531,24,148.5,53.3
9526531_24_5,9526531,24,152.5,53.4
9526746_1_1,9526746,1,160.32,272.4
9526746_2_1,9526746,2,160.32,272.4
9526746_3_1,9526746,3,160.32,272.4
9526746_4_1,9526746,4,160.32,272.4
9526746_5_1,9526746,5,160.32,272.4
9526746_6_1,9526746,6,160.32,272.4
9526746_7_1,9526746,7,160.32,272.4
9526746_8_1,9526746,8,160.32,272.4
9526746_9_1,9526746,9,160.32,273.2
9526746_10_1,9526746,10,160.32,273.2
9526746_11_1,9526746,11,160.32,273.2
9526746_12_1,9526746,12,160.32,273.2
9526746_13_1,9526746,13,160.32,273.2
9526746_14_1,9526746,14,160.32,273.2
9526746_15_1,9526746,15,160.32,273.2
9526746_16_1,9526746,16,160.32,273.2
9526746_17_1,9526746,17,160.32,273.2
9526746_18_1,9526746,18,160.32,273.2
9526746_19_1,9526746,19,160.32,273.2
9526746_20_1,9526746,20,160.32,273.2
9526746_21_1,9526746,21,160.32,273.6
9526746_22_1,9526746,22,160.32,273.6
9526746_23_1,9526746,23,160.32,273.6
9526746_24_1,9526746,24,160.32,273.6
9527108_1_2,9527108,1,133.0,6.0
9527108_1_3,9527108,1,138.86,6.0
9527108_1_4,9527108,1,140.98,6.0
9527108_1_5,9527108,1,143.1,6.0
9527108_1_6,9527108,1,144.1,6.0
9527108_2_2,9527108,2,133.0,6.0
9527108_2_3,9527108,2,138.86,6.0
9527108_2_4,9527108,2,140.98,6.0
9527108_2_5,9527108,2,143.1,6.0
9527108_2_6,9527108,2,144.1,6.0
9527108_3_2,9527108,3,133.0,6.0
9527108_3_3,9527108,3,138.86,6.0
9527108_3_4,9527108,3,140.98,6.0
9527108_3_5,9527108,3,143.1,6.0
9527108_3_6,9527108,3,144.1,6.0
9527108_4_2,9527108,4,133.0,6.0
9527108_4_3,9527108,4,138.86,6.0
9527108_4_4,9527108,4,140.98,6.0
9527108_4_5,9527108,4,143.1,6.0
9527108_4_6,9527108,4,144.1,6.0
9527108_5_2,9527108,5,133.0,6.0
9527108_5_3,9527108,5,138.86,6.0
9527108_5_4,9527108,5,140.98,6.0
9527108_5_5,9527108,5,143.1,6.0
9527108_5_6,9527108,5,144.1,6.0
9527108_6_2,9527108,6,133.0,6.0
9527108_6_3,9527108,6,138.86,6.0
9527108_6_4,9527108,6,140.98,6.0
9527108_6_5,9527108,6,143.1,6.0
9527108_6_6,9527108,6,144.1,6.0
9527108_7_2,9527108,7,133.0,6.0
9527108_7_3,9527108,7,138.86,6.0
9527108_7_4,9527108,7,140.98,6.0
9527108_7_5,9527108,7,143.1,6.0
9527108_7_6,9527108,7,144.1,6.0
9527108_8_2,9527108,8,133.0,6.0
9527108_8_3,9527108,8,138.86,6.0
9527108_8_4,9527108,8,140.98,6.0
9527108_8_5,9527108,8,143.1,6.0
9527108_8_6,9527108,8,144.1,6.0
9527108_9_2,9527108,9,133.0,6.0
9527108_9_3,9527108,9,138.86,6.0
9527108_9_4,9527108,9,140.98,6.0
9527108_9_5,9527108,9,143.1,6.0
9527108_9_6,9527108,9,144.1,6.0
9527108_10_2,9527108,10,133.0,6.0
9527108_10_3,9527108,10,138.86,6.0
9527108_10_4,9527108,10,140.98,6.0
9527108_10_5,9527108,10,143.1,6.0
9527108_10_6,9527108,10,144.1,6.0
9527108_11_2,9527108,11,133.0,6.0
9527108_11_3,9527108,11,138.86,6.0
9527108_11_4,9527108,11,140.98,6.0
9527108_11_5,9527108,11,143.1,6.0
9527108_11_6,9527108,11,144.1,6.0
9527108_12_2,9527108,12,133.0,6.0
9527108_12_3,9527108,12,138.86,6.0
9527108_12_4,9527108,12,140.98,6.0
9527108_12_5,9527108,12,143.1,6.0
9527108_12_6,9527108,12,144.1,6.0
9527108_13_2,9527108,13,133.0,6.0
9527108_13_3,9527108,13,138.86,6.0
9527108_13_4,9527108,13,140.98,6.0
9527108_13_5,9527108,13,143.1,6.0
9527108_13_6,9527108,13,144.1,6.0
9527108_14_2,9527108,14,133.0,6.0
9527108_14_3,9527108,14,138.86,6.0
9527108_14_4,9527108,14,140.98,6.0
9527108_14_5,9527108,14,143.1,6.0
9527108_14_6,9527108,14,144.1,6.0
9527108_15_2,9527108,15,133.0,6.0
9527108_15_3,9527108,15,138.86,6.0
9527108_15_4,9527108,15,140.98,6.0
9527108_15_5,9527108,15,143.1,6.0
9527108_15_6,9527108,15,144.1,6.0
9527108_16_2,9527108,16,133.0,6.0
9527108_16_3,9527108,16,138.86,6.0
9527108_16_4,9527108,16,140.98,6.0
9527108_16_5,9527108,16,143.1,6.0
9527108_16_6,9527108,16,144.1,6.0
9527108_17_2,9527108,17,133.0,6.0
9527108_17_3,9527108,17,138.86,6.0
9527108_17_4,9527108,17,140.98,6.0
9527108_17_5,9527108,17,143.1,6.0
9527108_17_6,9527108,17,144.1,6.0
9527108_18_2,9527108,18,133.0,6.0
9527108_18_3,9527108,18,138.86,6.0
9527108_18_4,9527108,18,140.98,6.0
9527108_18_5,9527108,18,143.1,6.0
9527108_18_6,9527108,18,144.1,6.0
9527108_19_2,9527108,19,133.0,6.0
9527108_19_3,9527108,19,138.86,6.0
9527108_19_4,9527108,19,140.98,6.0
9527108_19_5,9527108,19,143.1,6.0
9527108_19_6,9527108,19,144.1,6.0
9527108_20_2,9527108,20,133.0,6.0
9527108_20_3,9527108,20,138.86,6.0
9527108_20_4,9527108,20,140.98,6.0
9527108_20_5,9527108,20,143.1,6.0
9527108_20_6,9527108,20,144.1,6.0
9527108_21_2,9527108,21,133.0,6.0
9527108_21_3,9527108,21,138.86,6.0
9527108_21_4,9527108,21,140.98,6.0
9527108_21_5,9527108,21,143.1,6.0
9527108_21_6,9527108,21,144.1,6.0
9527108_22_2,9527108,22,133.0,6.0
9527108_22_3,9527108,22,138.86,6.0
9527108_22_4,9527108,22,140.98,6.0
9527108_22_5,9527108,22,143.1,6.0
9527108_22_6,9527108,22,144.1,6.0
9527108_23_2,9527108,23,133.0,6.0
9527108_23_3,9527108,23,138.86,6.0
9527108_23_4,9527108,23,140.98,6.0
9527108_23_5,9527108,23,143.1,6.0
9527108_23_6,9527108,23,144.1,6.0
9527108_24_2,9527108,24,133.0,6.0
9527108_24_3,9527108,24,138.86,6.0
9527108_24_4,9527108,24,140.98,6.0
9527108_24_5,9527108,24,143.1,6.0
9527108_24_6,9527108,24,144.1,6.0
